Fecha,Id,Jugador,Pareja,Equipo,Jugados,Ganados ,Puntos,Partida,Doble
10/17/2025,5,Jerry,Rober,Rober / Jerry,1,0,-3,12,2
10/17/2025,6,Piztache,Jerry,Jerry / Piztache,1,1,4,13,2
10/17/2025,6,Kilo,Jorge,Jorge / Kilo,1,0,-4,13,2
10/17/2025,7,Kilo,Jerry,Jerry / Kilo,1,1,1,14,2
10/17/2025,7,Piztache,Rober,Rober / Piztache,1,0,-1,14,2
10/17/2025,8,Piztache,Kilo,Kilo / Piztache,1,1,2,15,2
10/17/2025,8,Jorge,Jerry,Jerry / Jorge,1,0,-2,15,2
10/17/2025,9,Jerry,Rober,Rober / Jerry,1,1,2,16,2
10/17/2025,9,Kilo,Jorge,Jorge / Kilo,1,0,-2,16,2
10/17/2025,10,Jerry,Rober,Rober / Jerry,1,1,1,17,2
10/17/2025,10,Piztache,Jorge,Jorge / Piztache,1,0,-1,17,2
10/17/2025,11,Kilo,Rober,Rober / Kilo,1,1,1,18,2
10/17/2025,11,Piztache,Jorge,Jorge / Piztache,1,0,-1,18,2
10/17/2025,12,Kilo,Rober,Rober / Kilo,1,1,1,19,2
10/17/2025,12,Jorge,Jerry,Jerry / Jorge,1,0,-1,19,2
10/17/2025,13,Jorge,Jerry,Jerry / Jorge,1,1,1,20,2
10/17/2025,13,Kilo,Rober,Rober / Kilo,1,0,-1,20,2
10/17/2025,14,Jorge,Jerry,Jerry / Jorge,1,1,2,21,2
10/17/2025,14,Kilo,Rober,Rober / Kilo,1,0,-2,21,2
10/17/2025,15,Jorge,Jerry,Jerry / Jorge,1,1,1,22,2
10/17/2025,15,Kilo,Rober,Rober / Kilo,1,0,-1,22,2
10/31/2025,1,Jerry,Rober,Rober / Jerry,1,1,1,25,2
10/31/2025,1,Piztache,Kilo,Kilo / Piztache,1,0,-1,25,2
10/31/2025,2,Piztache,Jerry,Jerry / Piztache,1,1,1,26,2
10/31/2025,2,Kilo,Rober,Rober / Kilo,1,0,-1,26,2
10/31/2025,3,Jerry,Rober,Rober / Jerry,1,1,2,27,2
10/31/2025,3,Piztache,Kilo,Kilo / Piztache,1,0,-2,27,2
11/7/2025,1,Kilo,Jorge,Jorge / Kilo,1,1,2,30,2
11/7/2025,1,Jerry,Rober,Rober / Jerry,1,0,-2,30,2
11/7/2025,2,Kilo,Jorge,Jorge / Kilo,1,1,1,31,2
11/7/2025,2,Piztache,Rober,Rober / Piztache,1,0,-1,31,2
11/7/2025,3,Piztache,Jorge,Jorge / Piztache,1,1,1,32,2
11/7/2025,3,Jerry,Rober,Rober / Jerry,1,0,-1,32,2
11/7/2025,4,Kilo,Jerry,Jerry / Kilo,1,1,1,33,2
11/7/2025,4,Piztache,Rober,Rober / Piztache,1,0,-1,33,2
11/7/2025,5,Kilo,Jorge,Jorge / Kilo,1,1,2,34,2
11/7/2025,5,Piztache,Jerry,Jerry / Piztache,1,0,-2,34,2
11/7/2025,6,Kilo,Jorge,Jorge / Kilo,1,1,2,35,2
11/7/2025,6,Piztache,Jerry,Jerry / Piztache,1,0,-2,35,2
11/7/2025,7,Piztache,Kilo,Kilo / Piztache,1,1,4,36,2
11/7/2025,7,Jorge,Jerry,Jerry / Jorge,1,0,-4,36,2
11/7/2025,8,Kilo,Jorge,Jorge / Kilo,1,1,2,37,2
11/7/2025,8,Piztache,Jerry,Jerry / Piztache,1,0,-2,37,2
11/7/2025,9,Piztache,Jerry,Jerry / Piztache,1,1,3,38,2
11/7/2025,9,Kilo,Jorge,Jorge / Kilo,1,0,-3,38,2
11/7/2025,10,Piztache,Kilo,Kilo / Piztache,1,1,2,39,2
11/7/2025,10,Jorge,Jerry,Jerry / Jorge,1,0,-2,39,2
11/14/2025,1,Piztache,Kilo,Kilo / Piztache,1,1,2,42,2
11/14/2025,1,Jorge,Jerry,Jerry / Jorge,1,0,-2,42,2
11/14/2025,2,Piztache,Jerry,Jerry / Piztache,1,1,2,43,2
11/14/2025,2,Kilo,Jorge,Jorge / Kilo,1,0,-2,43,2
11/14/2025,3,Piztache,Jerry,Jerry / Piztache,1,1,2,44,2
11/14/2025,3,Kilo,Jorge,Jorge / Kilo,1,0,-2,44,2
11/14/2025,4,Kilo,Jorge,Jorge / Kilo,1,1,3,45,2
11/14/2025,4,Piztache,Jerry,Jerry / Piztache,1,0,-3,45,2
11/14/2025,5,Kilo,Jorge,Jorge / Kilo,1,1,1,46,2
11/14/2025,5,Piztache,Jerry,Jerry / Piztache,1,0,-1,46,2
11/14/2025,6,Piztache,Kilo,Kilo / Piztache,1,1,6,47,2
11/14/2025,6,Jorge,Jerry,Jerry / Jorge,1,0,-6,47,2
11/14/2025,7,Piztache,Jorge,Jorge / Piztache,1,1,2,48,2
11/14/2025,7,Kilo,Jerry,Jerry / Kilo,1,0,-2,48,2
11/14/2025,8,Kilo,Jerry,Jerry / Kilo,1,1,2,49,2
11/14/2025,8,Piztache,Jorge,Jorge / Piztache,1,0,-2,49,2
11/21/2025,1,Kilo,Jerry,Jerry / Kilo,1,1,2,52,2
11/21/2025,1,Piztache,Jorge,Jorge / Piztache,1,0,-2,52,2
11/21/2025,2,Jorge,Jerry,Jerry / Jorge,1,1,2,53,2
11/21/2025,2,Piztache,Kilo,Kilo / Piztache,1,0,-2,53,2
11/21/2025,3,Jorge,Jerry,Jerry / Jorge,1,1,6,54,2
11/21/2025,3,Piztache,Kilo,Kilo / Piztache,1,0,-6,54,2
11/21/2025,4,Jorge,Rober,Rober / Jorge,1,1,2,55,2
